Open,Close,High,Low,Volume,Adj_Close,MA
0.0003293554939846232,0.0001345228383253342,0.0009420895007209117,0.0,0.5435777100586989,0.0001345228383253342,0.0001345228383253342
0.0007400336757369581,0.003383408248448213,0.002980574461231913,0.001877332061558813,0.2778859886757157,0.003383408248448213,0.0017589655433867736
0.004700441367097164,0.003827734222778972,0.0047672955616829705,0.005412834420764949,0.22215146894280072,0.003827734222778972,0.0024485551031841733
0.004899680888059228,0.0019811289408428697,0.004003878743207048,0.0031468021689788762,0.18552275127416296,0.0019811289408428697,0.0023316985625988474
0.002346153894348611,0.0024417606888924148,0.0025420159503445183,0.003274990449888168,0.11176265886259323,0.0024417606888924148,0.0023537109878575607
0.0023420883329203627,0.0032203521524232395,0.0025217126637451584,0.0035975292421095077,0.08627697854765927,0.0032203521524232395,0.002498151181951841
0.003622918618975647,0.0025029071351925013,0.002793782262689669,0.0040234409006564865,0.07552422541269828,0.0025029071351925013,0.002498830603843364
0.0024762698673711594,0.0008152788389620112,0.00152277183523221,0.002501728746520389,0.06316804454314989,0.0008152788389620112,0.002288386633233195
0.0012645655847988446,0.0009620283406867703,0.0007999632248118089,0.002563755629423767,0.05977390098138952,0.0009620283406867703,0.0021410134896169258
0.0014272109603342734,9.783300114983921e-05,0.0004994675532570755,0.0015341190290310822,0.11115125386357197,9.783300114983921e-05,0.001936695440770217
0.0,0.0006114603600936656,0.0002558232094943908,0.0012322586391003325,0.1839555728478179,0.0006114603600936656,0.0018162195243450758
0.000715637851624019,0.0,0.0,0.0013893901905211062,0.0626279298503386,0.0,0.0016648678973163196
0.0007400336757369581,0.0006399960795376132,0.00010557741728802192,0.0015093069440347926,0.07108972670438198,0.0006399960795376132,0.0015860316036410344
0.0006302504209425371,0.0009334959035685592,0.0005238334590044611,0.001877332061558813,0.06059796858876601,0.0009334959035685592,0.0015394219107787148
0.001358084138336825,0.0009375717315621787,0.0003938901359690596,0.002084085285781653,0.04934980824115934,0.0009375717315621787,0.0014992985654976123
0.000979935359097365,0.002168641645992435,0.0019572701792567844,0.002208139883985245,0.105803272587548,0.002168641645992435,0.0015411325080285387
0.003025197600545985,0.0030532210489860804,0.002708508132001012,0.00434184517777529,0.09539609619116424,0.0030532210489860804,0.001630078892790747
0.003358621930016785,0.004679702898916478,0.0041663074882871114,0.004478302488889661,0.13173361108358833,0.004679702898916478,0.001799502448686621
0.0046231842407577035,0.004887596385197009,0.005071851400100535,0.005888366919717164,0.13032351299296022,0.004887596385197009,0.001962033708502957
0.005346956489296143,0.005690648560759602,0.0057093850624038755,0.006487957346460314,0.11270997411799374,0.005690648560759602,0.0021484644511157894
0.006192710313942703,0.007125539415802512,0.006395651353630402,0.0072736225951357154,0.11521963455864034,0.007125539415802512,0.0023854680208627763
0.007221439776809385,0.007887822643870236,0.008064608814206137,0.008605122915046517,0.12929644925942646,0.007887822643870236,0.0026355750491812973
0.008384353229670306,0.007268210627789332,0.007585444547548427,0.008911117820079804,0.08790457248774157,0.007268210627789332,0.0028369939873816464
0.007404414596515024,0.007488337342120784,0.007280888709130863,0.008621663472647203,0.09219528227336317,0.007488337342120784,0.0030307999604957774
0.007989936475116489,0.00848297723024512,0.008482864855922588,0.008708499110959507,0.10381439387531677,0.00848297723024512,0.003248887051285751
0.008843824696677483,0.00807941363875773,0.009079793579884013,0.009841511907265192,0.11097121563263487,0.00807941363875773,0.003434676535419289
0.008282697823674467,0.0074394208415458655,0.007772236746090672,0.00903103457359349,0.0859253602577083,0.0074394208415458655,0.003583000398609162
0.008990205370956472,0.010945119520849936,0.010419835835722004,0.010027593388372157,0.20599515225917747,0.010945119520849936,0.003845933224403475
0.011185913029597832,0.012665356082192243,0.0135141137699664,0.0125169160923944,0.3714067873204748,0.012665356082192243,0.004150051253982399
0.012487076033881243,0.012062053122155877,0.012409595524165441,0.013662334931198221,0.1673920556016054,0.012062053122155877,0.004413784649588181
0.012853025673292514,0.013276816442285906,0.013197375796103548,0.0136209856181886,0.1840316963951269,0.013276816442285906,0.004699688900965527
0.014662448518751052,0.014287762104129027,0.014265348452997024,0.0157422848694805,0.15844089308629006,0.014287762104129027,0.0049993161885643865
0.014422549290934084,0.01563704662142152,0.014939425251922659,0.01500210677850462,0.18218418998504088,0.01563704662142152,0.005321671656226724
0.015597658609565268,0.01511119259907828,0.014906939012449603,0.0165569000478421,0.1628065181089459,0.01511119259907828,0.0056095987427811815
0.015341492224948416,0.01583271344430263,0.015487624616674509,0.016784330841958687,0.1717383476598653,0.01583271344430263,0.0059016877342532225
0.016073398051886796,0.015376157524246719,0.015406413105133875,0.016978680520873892,0.13466134687929687,0.015376157524246719,0.006164867450641931
0.015374020808946818,0.014369293434467259,0.015073434463819696,0.015667855273666337,0.12738973564587794,0.014369293434467259,0.006386608693448021
0.014333093024766432,0.01524163714766568,0.014565840854838159,0.01548177379255937,0.14191725007914413,0.01524163714766568,0.006619635758032696
0.017943812503913886,0.016668376346721362,0.016977913482147264,0.01824401611319141,0.24053349315250536,0.016668376346721362,0.006877295773127277
